# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 13K of event 'cycles:u'
# Event count (approx.): 5571447865
#
# Overhead  Command          Shared Object       Symbol                                    
# ........  ...............  ..................  ..........................................
#
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000b662aa
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000424f0d
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c1d209
     0.01%  GC Thread#2      libjvm.so           [.] 0x000000000074a4bb
     0.01%  java             libjvm.so           [.] 0x00000000005a01f0
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004c6b6e
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000497fb8
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000782dd3
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5f67e
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000050db98
     0.01%  GC Thread#0      libjvm.so           [.] 0x000000000078549b
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c154f0
     0.01%  GC Thread#2      libjvm.so           [.] 0x000000000078544f
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000782cbc
     0.01%  G1 Refine#0      libjvm.so           [.] 0x0000000000b7ab2b
     0.01%  G1 Refine#0      libjvm.so           [.] 0x0000000000792bf1
     0.01%  GC Thread#1      [unknown]           [.] 0000000000000000
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000005190a0
     0.01%  GC Thread#3      libjvm.so           [.] 0x000000000078521d
     0.01%  GC Thread#1      libjvm.so           [.] 0x000000000078705a
     0.01%  GC Thread#0      libjvm.so           [.] 0x000000000074a4de
     0.01%  GC Thread#1      libjvm.so           [.] 0x00000000007852bf
     0.01%  G1 Refine#0      libjvm.so           [.] 0x000000000080ed83
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000785240
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000d2ade1
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000782f2e
     0.01%  GC Thread#0      libjvm.so           [.] 0x000000000074a537
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000787055
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000081a73e
     0.01%  GC Thread#1      libjvm.so           [.] 0x000000000079563a
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60f1f85a
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000786fe4
     0.01%  GC Thread#1      libjvm.so           [.] 0x00000000007870cf
     0.01%  java             libjvm.so           [.] 0x000000000074d120
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a7b8ab
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000795a5e
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004247b0
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000c942e4
     0.01%  java             libjvm.so           [.] 0x0000000000824a70
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004b8d46
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000513204
     0.01%  GC Thread#0      libjvm.so           [.] 0x000000000080ff60
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000bac0ce
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000dc1f53
     0.01%  GC Thread#2      libjvm.so           [.] 0x000000000080eccc
     0.01%  GC Thread#2      libjvm.so           [.] 0x000000000074a6ad
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000786ee4
     0.01%  java             libjvm.so           [.] 0x0000000000401280
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000790660
     0.01%  G1 Conc#0        libjvm.so           [.] 0x000000000075827f
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000495ef0
     0.01%  java             libjvm.so           [.] 0x0000000000c69f59
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000782cb4
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000cf8513
     0.01%  GC Thread#1      libjvm.so           [.] 0x00000000007854a9
     0.01%  java             libjvm.so           [.] 0x0000000000d147cd
     0.01%  java             libjvm.so           [.] 0x00000000005ac162
     0.01%  GC Thread#2      libjvm.so           [.] 0x00000000007949b9
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000785209
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004cd176
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5f780
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000790669
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000d13e10
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000518e07
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000061ca01
     0.01%  java             libjvm.so           [.] 0x0000000000c6955e
     0.01%  java             libjvm.so           [.] 0x0000000000d14b21
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000058a12b
     0.01%  GC Thread#0      libjvm.so           [.] 0x00000000007909a0
     0.01%  GC Thread#2      libjvm.so           [.] 0x000000000073676b
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000d6edb9
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c1ce4b
     0.01%  G1 Conc#0        libjvm.so           [.] 0x0000000000755a1f
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000d721ff
     0.01%  GC Thread#1      libjvm.so           [.] 0x000000000074a4b3
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004ef1a9
     0.01%  java             libjvm.so           [.] 0x0000000000d14824
     0.01%  GC Thread#1      libjvm.so           [.] 0x00000000006f75a5
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5fb3e
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000573ce8
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c182b4
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000058c6d0
     0.01%  G1 Refine#1      libjvm.so           [.] 0x000000000080ed87
     0.01%  GC Thread#0      libjvm.so           [.] 0x00000000007854a4
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c12d70
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000782de9
     0.01%  java             libjvm.so           [.] 0x00000000007ebab9
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000c4ac52
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000782ed9
     0.01%  GC Thread#0      libjvm.so           [.] 0x00000000007954b9
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60f1cc24
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000790f78
     0.01%  G1 Refine#1      libjvm.so           [.] 0x00000000007931c4
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000786f54
     0.01%  GC Thread#2      libjvm.so           [.] 0x00000000007854af
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004a5576
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000055cc98
     0.01%  GC Thread#1      libjvm.so           [.] 0x000000000078547b
     0.01%  G1 Young RemSet  libjvm.so           [.] 0x000000000078c9b0
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004471c5
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000782dc3
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000005830ca
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000683580
     0.01%  GC Thread#2      libjvm.so           [.] 0x00000000007852bf
     0.01%  java             libjvm.so           [.] 0x00000000005b070e
     0.01%  GC Thread#3      [vdso]              [.] __vdso_clock_gettime
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004cd179
     0.01%  G1 Refine#0      libjvm.so           [.] 0x00000000007931ee
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000055c860
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000785226
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000056d604
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000c68ac0
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000782f3d
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000790627
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000058cbc8
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004c71b7
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000050cf55
     0.01%  GC Thread#2      libjvm.so           [.] 0x000000000078542a
     0.01%  java             libjvm.so           [.] 0x00000000004012ad
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000b79ba7
     0.01%  GC Thread#3      libjvm.so           [.] 0x000000000080fe8a
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000005222dd
     0.01%  G1 Refine#1      libjvm.so           [.] 0x0000000000735e30
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000050bf62
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000795648
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000007d2117
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000002c6b00
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000819ede
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000007eae26
     0.01%  java             libjvm.so           [.] 0x0000000000b3bc84
     0.01%  G1 Refine#0      libjvm.so           [.] 0x0000000000cab4bf
     0.01%  VM Thread        libjvm.so           [.] 0x0000000000ded600
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004e9594
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c1e221
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000782e99
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000785483
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000824420
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a7b9eb
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000425e90
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004977c0
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60f1d9ca
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000810505
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000782ca3
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000472e3d
     0.01%  G1 Conc#0        libc-2.30.so        [.] __memset_avx2_erms
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000786eee
     0.01%  GC Thread#2      libjvm.so           [.] 0x00000000007856a3
     0.01%  GC Thread#3      libjvm.so           [.] 0x00000000006f75a0
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000d68d3a
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60f1efac
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004c6cd8
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000055cc70
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000711640
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x000000000059d8fe
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000007eaeb2
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c1db69
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000c4ac50
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000790610
     0.01%  G1 Refine#1      libjvm.so           [.] 0x000000000080ec9f
     0.01%  java             libjvm.so           [.] 0x0000000000d8bdcc
     0.01%  G1 Conc#0        libjvm.so           [.] 0x000000000079420a
     0.01%  java             libjvm.so           [.] 0x0000000000c4a7ff
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004bdb90
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000782eba
     0.01%  java             libjimage.so        [.] 0x00000000000039d9
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000050cbf8
     0.01%  GC Thread#2      libjvm.so           [.] 0x000000000080fe0f
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000786f30
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000786f1c
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000795a16
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60f1c324
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004b5c88
     0.01%  java             libjimage.so        [.] 0x0000000000003846
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60965554
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004d47b0
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b8e818
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000782deb
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000786f18
     0.01%  java             libjvm.so           [.] 0x00000000005a8930
     0.01%  G1 Refine#0      libjvm.so           [.] 0x000000000079456f
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000b57b40
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000a3ee20
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000c19907
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a7ab90
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c5ff5b
     0.01%  GC Thread#0      libjvm.so           [.] 0x000000000078705a
     0.01%  GC Thread#0      libjvm.so           [.] 0x000000000074a6ad
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b8fa3c
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000aa0512
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000786ee4
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000d6aa5d
     0.01%  GC Thread#0      libjvm.so           [.] 0x00000000007954ea
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000d67ba0
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000782d7f
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000045ebe0
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c6096576a
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000005d42dd
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000482e90
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004c6cdf
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000782e99
     0.01%  java             libjvm.so           [.] 0x0000000000424fcd
     0.01%  G1 Refine#0      libpthread-2.30.so  [.] __condvar_dec_grefs
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000496120
     0.01%  java             libjvm.so           [.] 0x00000000005d66a0
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000785704
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000050efaf
     0.01%  G1 Refine#0      libjvm.so           [.] 0x00000000007900af
     0.01%  java             libjvm.so           [.] 0x00000000006627a7
     0.01%  G1 Refine#1      libjvm.so           [.] 0x0000000000792c1d
     0.01%  GC Thread#0      libjvm.so           [.] 0x000000000079551f
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000d143ff
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000c4ac50
     0.01%  G1 Refine#0      libjvm.so           [.] 0x0000000000cac46e
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x00000000007badb4
     0.01%  GC Thread#3      [unknown]           [.] 0000000000000000
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60965716
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000051c148
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000790d86
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000790b62
     0.01%  G1 Refine#0      libjvm.so           [.] 0x00000000007937de
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000785209
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000caba74
     0.01%  GC Thread#3      libjvm.so           [.] 0x00000000007853f0
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b0fb67
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000785299
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000782ddc
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000786f40
     0.01%  G1 Refine#0      libjvm.so           [.] 0x000000000080edad
     0.01%  GC Thread#3      libjvm.so           [.] 0x000000000078522c
     0.01%  java             [JIT] tid 29344     [.] 0x00007f7c60f1de5e
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000051392f
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000785eeb
     0.01%  C1 CompilerThre  [vdso]              [.] __vdso_clock_gettime
