# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 15K of event 'cycles:u'
# Event count (approx.): 6897413689
#
# Overhead  Command          Shared Object       Symbol                                                             
# ........  ...............  ..................  ...................................................................
#
     0.01%  java             libjvm.so           [.] 0x0000000000483a5d
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b8c78b
     0.01%  java             libjvm.so           [.] 0x000000000072a52d
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000053acf3
     0.01%  java             libjvm.so           [.] 0x0000000000c6a494
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000782dbd
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000053b052
     0.01%  C1 CompilerThre  libc-2.30.so        [.] __GI_____strtoull_l_internal
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000b17e9d
     0.01%  java             libjvm.so           [.] 0x0000000000ca05b0
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004d68df
     0.01%  G1 Refine#2      libjvm.so           [.] 0x000000000080edb0
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000785226
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c12e0d
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b8e1c9
     0.01%  GC Thread#3      libjvm.so           [.] 0x000000000080ff04
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000786ed0
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000790615
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000782d67
     0.01%  GC Thread#2      libjvm.so           [.] 0x00000000007851d9
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000782d6e
     0.01%  GC Thread#0      libjvm.so           [.] 0x00000000007831eb
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000782ed7
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000795b24
     0.01%  java             libjvm.so           [.] 0x00000000005b12c3
     0.01%  java             libjvm.so           [.] 0x00000000005b0660
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000794930
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c9b0b29
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a782d9
     0.01%  VM Thread        libjvm.so           [.] 0x0000000000a43e60
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a7a05f
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c974705
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c969520
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c975e82
     0.01%  GC Thread#1      libjvm.so           [.] 0x0000000000d67baa
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000785483
     0.01%  java             libjvm.so           [.] 0x0000000000c69340
     0.01%  GC Thread#2      libjvm.so           [.] 0x000000000080d6de
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000049d665
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000782e99
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000785240
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000795a35
     0.01%  java             libjvm.so           [.] 0x000000000082bf4a
     0.01%  GC Thread#1      libjvm.so           [.] 0x00000000008105c5
     0.01%  java             libjvm.so           [.] 0x0000000000d125e0
     0.01%  GC Thread#0      libjvm.so           [.] 0x0000000000790d86
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004f92d5
     0.01%  GC Thread#3      libjvm.so           [.] 0x00000000007856a3
     0.01%  java             libjvm.so           [.] 0x0000000000c9fc83
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a78b50
     0.01%  java             libjvm.so           [.] 0x00000000005ae6be
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000782f40
     0.01%  java             libjimage.so        [.] 0x0000000000003d97
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000062b8a0
     0.01%  GC Thread#0      libjvm.so           [.] 0x00000000007831cc
     0.01%  G1 Conc#0        libjvm.so           [.] 0x0000000000753282
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a867bd
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000050de20
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000007c6ffb
     0.01%  G1 Refine#0      libpthread-2.30.so  [.] sem_post@@GLIBC_2.2.5
     0.01%  G1 Refine#2      libjvm.so           [.] 0x00000000004724b6
     0.01%  GC Thread#0      libjvm.so           [.] 0x00000000007954d2
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c974569
     0.01%  java             libjvm.so           [.] 0x00000000007842da
     0.01%  java             [JIT] tid 917       [.] 0x00007f15a4423e83
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000c15f20
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c96b31f
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x000000000050d7e6
     0.01%  G1 Refine#0      libjvm.so           [.] 0x000000000080ecc9
     0.01%  G1 Conc#0        libjvm.so           [.] 0x00000000007582ae
     0.01%  GC Thread#2      libjvm.so           [.] 0x00000000007831e2
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000782d34
     0.01%  G1 Refine#0      libjvm.so           [.] 0x0000000000736533
     0.01%  java             libjvm.so           [.] 0x0000000000d14b43
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c96a43d
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000785477
     0.01%  java             libjvm.so           [.] 0x0000000000b79ba7
     0.01%  C2 CompilerThre  libjvm.so           [.] 0x0000000000b8c871
     0.01%  java             [JIT] tid 917       [.] 0x00007f159c965795
     0.01%  GC Thread#3      libjvm.so           [.] 0x000000000078548b
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000582251
     0.01%  java             libjvm.so           [.] 0x0000000000c19fc0
     0.01%  GC Thread#1      libjvm.so           [.] 0x00000000007954ad
     0.01%  java             [JIT] tid 917       [.] 0x00007f159cf04cb7
     0.01%  GC Thread#3      libjvm.so           [.] 0x0000000000782c82
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x0000000000b5a7af
     0.01%  java             [JIT] tid 917       [.] 0x00007f159cf04c9b
     0.01%  GC Thread#3      libjvm.so           [.] 0x00000000007853ae
     0.01%  GC Thread#0      libjvm.so           [.] 0x00000000007831b1
     0.01%  GC Thread#0      libjvm.so           [.] 0x000000000078558d
     0.01%  GC Thread#2      libjvm.so           [.] 0x0000000000790715
     0.01%  java             libjvm.so           [.] 0x00000000005ace47
     0.01%  G1 Refine#0      libjvm.so           [.] 0x0000000000793049
     0.01%  C1 CompilerThre  libjvm.so           [.] 0x00000000004c1f74
     0.01%  java             libjvm.so           [.] 0x0000000000b539c6
     0.01%  java             libjvm.so           [.] 0x0000000000a11ca1
     0.00%  java             libjvm.so           [.] 0x00000000005a02d8
     0.00%  java             [JIT] tid 917       [.] 0x00007f159cf047bd
     0.00%  java             libjvm.so           [.] 0x00000000005b09b8
     0.00%  java             libjimage.so        [.] 0x0000000000003760
     0.00%  java             libjvm.so           [.] 0x000000000075b777
     0.00%  C1 CompilerThre  libjvm.so           [.] 0x00000000004aa49b
     0.00%  GC Thread#2      libjvm.so           [.] 0x000000000078546c
     0.00%  GC Thread#2      libjvm.so           [.] 0x00000000007854ad
     0.00%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a7f5c0
     0.00%  java             libjvm.so           [.] 0x0000000000c6b051
     0.00%  GC Thread#1      libjvm.so           [.] 0x0000000000790e47
     0.00%  G1 Refine#1      libjvm.so           [.] 0x000000000080eda5
     0.00%  GC Thread#3      libjvm.so           [.] 0x0000000000790d70
     0.00%  java             [JIT] tid 917       [.] 0x00007f159cf04c98
     0.00%  GC Thread#1      [vdso]              [.] 0x0000000000000983
     0.00%  GC Thread#1      libjvm.so           [.] 0x0000000000782db8
     0.00%  GC Thread#3      libjvm.so           [.] 0x000000000074cdf1
     0.00%  GC Thread#3      libjvm.so           [.] 0x000000000073674c
     0.00%  GC Thread#2      libjvm.so           [.] 0x0000000000736740
     0.00%  GC Thread#0      libjvm.so           [.] 0x000000000078522c
     0.00%  GC Thread#3      libjvm.so           [.] 0x0000000000782d67
     0.00%  GC Thread#3      libjvm.so           [.] 0x0000000000782b40
     0.00%  java             [JIT] tid 917       [.] 0x00007f159c97e70b
     0.00%  GC Thread#1      libjvm.so           [.] 0x0000000000790229
     0.00%  GC Thread#0      libjvm.so           [.] 0x0000000000790f27
     0.00%  java             [JIT] tid 917       [.] 0x00007f159cf056fb
     0.00%  java             [JIT] tid 917       [.] 0x00007f159c960a7b
     0.00%  java             libjvm.so           [.] 0x0000000000d2be97
     0.00%  GC Thread#3      libjvm.so           [.] 0x00000000007852f0
     0.00%  GC Thread#0      libjvm.so           [.] 0x0000000000795a16
     0.00%  GC Thread#1      libjvm.so           [.] 0x000000000080d6b7
     0.00%  java             libjvm.so           [.] 0x0000000000483b60
     0.00%  GC Thread#3      libjvm.so           [.] 0x0000000000782d53
     0.00%  GC Thread#3      libjvm.so           [.] 0x0000000000782cb8
     0.00%  GC Thread#1      libjvm.so           [.] 0x000000000074352f
     0.00%  GC Thread#2      libjvm.so           [.] 0x0000000000790e24
     0.00%  java             [JIT] tid 917       [.] 0x00007f159cf04b82
     0.00%  GC Thread#0      libjvm.so           [.] 0x0000000000790a41
     0.00%  G1 Conc#0        libjvm.so           [.] 0x00000000005fd57b
     0.00%  java             libjvm.so           [.] 0x0000000000ca057f
     0.00%  GC Thread#2      libjvm.so           [.] 0x0000000000782d61
     0.00%  GC Thread#1      libjvm.so           [.] 0x00000000007851e3
     0.00%  GC Thread#0      libjvm.so           [.] 0x00000000007852a4
     0.00%  GC Thread#2      libjvm.so           [.] 0x0000000000790e47
     0.00%  GC Thread#2      libjvm.so           [.] 0x0000000000b7a300
     0.00%  C1 CompilerThre  libjvm.so           [.] 0x00000000004e02ab
     0.00%  GC Thread#2      libjvm.so           [.] 0x00000000007854b0
     0.00%  GC Thread#3      libjvm.so           [.] 0x0000000000785462
     0.00%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a6e4fd
     0.00%  java             libjvm.so           [.] 0x0000000000c6afc0
     0.00%  G1 Refine#2      libjvm.so           [.] 0x000000000080ecc9
     0.00%  GC Thread#1      libjvm.so           [.] 0x0000000000782cb8
     0.00%  java             [JIT] tid 917       [.] 0x00007f159cf04848
     0.00%  java             [JIT] tid 917       [.] 0x00007f159c975e33
     0.00%  java             libc-2.30.so        [.] __vfscanf_internal
     0.00%  GC Thread#2      libjvm.so           [.] 0x0000000000785459
     0.00%  java             [JIT] tid 917       [.] 0x00007f15a44246de
     0.00%  GC Thread#1      libpthread-2.30.so  [.] __pthread_mutex_lock
     0.00%  GC Thread#2      libjvm.so           [.] 0x000000000079553e
     0.00%  GC Thread#2      libjvm.so           [.] 0x0000000000785726
     0.00%  java             [JIT] tid 917       [.] 0x00007f159cf04932
     0.00%  java             [JIT] tid 917       [.] 0x00007f159c975e73
     0.00%  java             [JIT] tid 917       [.] 0x00007f159c97e717
     0.00%  java             libc-2.30.so        [.] pthread_attr_destroy
     0.00%  C2 CompilerThre  libjvm.so           [.] 0x00000000003fee0c
     0.00%  GC Thread#2      libjvm.so           [.] 0x0000000000d18690
     0.00%  java             [JIT] tid 917       [.] 0x00007f159c96d5e9
     0.00%  java             libjvm.so           [.] 0x0000000000424fd8
     0.00%  GC Thread#2      libjvm.so           [.] 0x00000000007854a4
     0.00%  GC Thread#3      libjvm.so           [.] 0x0000000000785317
     0.00%  java             libjvm.so           [.] 0x0000000000836796
     0.00%  java             libjvm.so           [.] 0x0000000000c9f79c
     0.00%  GC Thread#1      libjvm.so           [.] 0x0000000000d14406
     0.00%  GC Thread#3      libjvm.so           [.] 0x0000000000785310
     0.00%  C1 CompilerThre  libjvm.so           [.] 0x00000000004b61fb
     0.00%  GC Thread#1      libjvm.so           [.] 0x0000000000782ebd
     0.00%  VM Thread        libjvm.so           [.] 0x0000000000805873
     0.00%  java             libjvm.so           [.] 0x0000000000ca3378
     0.00%  java             [JIT] tid 917       [.] 0x00007f159c9694df
     0.00%  G1 Conc#0        libjvm.so           [.] 0x000000000074802c
     0.00%  GC Thread#2      libjvm.so           [.] 0x0000000000795a67
     0.00%  C1 CompilerThre  libjvm.so           [.] 0x0000000000ca5175
     0.00%  java             libjvm.so           [.] 0x0000000000e2709b
     0.00%  C1 CompilerThre  libjvm.so           [.] 0x00000000004ea120
     0.00%  java             libjvm.so           [.] 0x0000000000a10e1b
     0.00%  GC Thread#2      libjvm.so           [.] 0x0000000000790614
     0.00%  G1 Conc#0        libjvm.so           [.] 0x0000000000747f85
     0.00%  java             libjvm.so           [.] 0x0000000000d21b49
     0.00%  java             libc-2.30.so        [.] cfree@GLIBC_2.2.5
     0.00%  GC Thread#0      libjvm.so           [.] 0x00000000007a16f0
     0.00%  java             libjvm.so           [.] 0x0000000000bb418b
     0.00%  java             [JIT] tid 917       [.] 0x00007f159c9744a2
     0.00%  GC Thread#2      libjvm.so           [.] 0x0000000000790d9d
     0.00%  C1 CompilerThre  libjvm.so           [.] 0x0000000000514d7a
     0.00%  C2 CompilerThre  libjvm.so           [.] 0x0000000000a58cf1
     0.00%  java             libjvm.so           [.] 0x000000000044b127
     0.00%  C2 CompilerThre  libjvm.so           [.] 0x0000000000567886
     0.00%  C2 CompilerThre  libjvm.so           [.] 0x00000000007d68f1
     0.00%  GC Thread#3      libjvm.so           [.] 0x0000000000782efa
     0.00%  java             libjvm.so           [.] 0x0000000000c9f193
     0.00%  java             [JIT] tid 917       [.] 0x00007f159cf0498b
     0.00%  C1 CompilerThre  libjvm.so           [.] 0x00000000005678e8
     0.00%  java             [JIT] tid 917       [.] 0x00007f159c96577f
     0.00%  java             libjvm.so           [.] 0x0000000000ca1bbe
     0.00%  VM Thread        libc-2.30.so        [.] malloc
     0.00%  java             libjvm.so           [.] 0x0000000000c6f29c
     0.00%  C1 CompilerThre  libc-2.30.so        [.] __strstr_sse2
     0.00%  java             [JIT] tid 917       [.] 0x00007f15a442477b
     0.00%  java             libjvm.so           [.] 0x000000000080f520
     0.00%  java             libjvm.so           [.] 0x000000000043d12f
     0.00%  java             libjvm.so           [.] 0x0000000000735700
     0.00%  java             [JIT] tid 917       [.] 0x00007f15a44246f2
     0.00%  java             [JIT] tid 917       [.] 0x00007f159c974483
     0.00%  java             libjvm.so           [.] 0x000000000075f6b0
     0.00%  C1 CompilerThre  libjvm.so           [.] 0x000000000049b6a8
     0.00%  java             libjvm.so           [.] 0x0000000000cbca84
     0.00%  java             libjvm.so           [.] 0x000000000082bf43
     0.00%  java             libc-2.30.so        [.] realpath@@GLIBC_2.3
     0.00%  GC Thread#0      libjvm.so           [.] 0x00000000007a165a
     0.00%  java             [JIT] tid 917       [.] 0x00007f159cf04778
     0.00%  G1 Conc#0        libjvm.so           [.] 0x0000000000754e1c
     0.00%  java             libjvm.so           [.] 0x0000000000c4a367
     0.00%  VM Thread        libjvm.so           [.] 0x0000000000b7af5e
     0.00%  java             libjvm.so           [.] 0x000000000080f340
     0.00%  java             [JIT] tid 917       [.] 0x00007f159cf04967
     0.00%  G1 Conc#0        libc-2.30.so        [.] __memset_avx2_erms
     0.00%  java             [JIT] tid 917       [.] 0x00007f159cf049a7
     0.00%  C1 CompilerThre  libjvm.so           [.] 0x0000000000579aa6
     0.00%  java             libjvm.so           [.] 0x0000000000c4a6a0
     0.00%  C1 CompilerThre  libjvm.so           [.] 0x00000000004edd94
